"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"Troy Tulowitzki","600","527","158","37","2","28","85","94","62","89","5","3","2",".300",".376",".534",".910",".391","-0.4","1.8","5.5","3531"
"Hanley Ramirez","565","504","140","29","2","20","71","75","52","98","5","14","7",".279",".349",".463",".812",".352","0.5","-2.5","4.3","8001"
"Josh Rutledge","305","280","79","18","2","8","38","35","17","52","4","7","3",".283",".330",".448",".777",".339","0.4","-1.2","1.0","11167"
"Jose Reyes","600","541","157","33","5","10","82","58","48","57","2","23","9",".290",".348",".426",".774",".337","1.3","-3.6","3.4","1736"
"Jed Lowrie","536","480","127","30","2","13","64","62","46","78","3","2","1",".264",".330",".415",".746",".327","-0.4","-2.1","2.8","4418"
"Brad Miller","628","562","150","27","6","14","80","60","52","97","3","14","8",".268",".331",".413",".744",".327","0.8","0.4","3.6","12775"
"Xander Bogaerts","558","500","130","27","3","14","65","64","45","109","4","8","5",".261",".325",".413",".738",".325","-0.1","0.7","2.7","12161"
"Ian Desmond","554","508","135","30","2","16","62","63","36","117","4","15","7",".266",".316",".426",".742",".324","0.9","1.5","3.0","6885"
"Asdrubal Cabrera","524","473","122","29","2","13","62","59","39","95","6","8","4",".259",".321",".408",".729",".320","-0.1","-5.1","2.2","4962"
"Starlin Castro","617","571","158","34","5","11","70","59","34","90","4","13","8",".277",".320",".411",".731",".319","-0.4","1.4","2.7","4579"
"Jean Segura","611","564","158","23","8","11","72","58","33","77","5","33","16",".281",".324",".407",".731",".319","0.3","-0.7","2.6","5933"
"Jhonny Peralta","530","478","126","30","1","11","52","57","43","99","3","4","2",".263",".325",".400",".724",".319","-2.0","2.4","2.6","1738"
"Andrelton Simmons","625","570","152","30","5","13","69","62","41","53","4","10","6",".267",".318",".408",".726",".318","-0.3","11.5","4.1","10847"
"Dean Anna","135","120","32","7","1","2","15","13","12","18","2","1","1",".263",".334",".379",".714",".317","-0.1","0.0","0.5","sa455288"
"Derek Jeter","412","372","105","17","1","5","49","34","30","56","4","6","3",".281",".339",".376",".715",".317","-0.5","-3.9","1.3","826"
"Radames Nazario","1","1","0","0","0","0","0","0","0","0","0","0","0",".268",".321",".396",".717",".315","0.0","0.0","0.0","sa291163"
"Elvis Andrus","662","591","162","27","5","5","82","57","58","84","5","29","12",".274",".341",".363",".704",".315","4.3","2.8","3.2","8709"
"J.J. Hardy","617","568","144","29","1","21","71","72","39","82","2","2","1",".254",".302",".419",".721",".314","-0.7","2.4","2.6","3797"
"Jordy Mercer","399","364","95","22","2","7","41","40","25","67","4","5","3",".260",".314",".391",".705",".309","-0.5","-0.9","1.4","6547"
"Erick Aybar","592","550","150","32","4","8","68","58","29","63","5","15","7",".274",".313",".389",".703",".308","1.7","-2.6","2.5","4082"
"Jake Elmore","34","30","8","1","0","0","4","3","3","4","0","1","1",".258",".333",".353",".686",".308","0.0","-0.1","0.1","7290"
"Yunel Escobar","507","451","116","21","1","7","54","47","45","63","4","5","3",".258",".329",".360",".689",".308","-0.1","3.2","2.6","4191"
"Greg Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".254",".333",".354",".686",".307","0.0","0.0","0.0","sa547033"
"Jose Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".270",".311",".391",".702",".307","0.0","0.0","0.0","sa291098"
"Didi Gregorius","501","453","117","21","5","8","50","49","36","69","4","4","3",".258",".316",".381",".697",".306","0.1","0.6","1.5","6012"
"Stephen Drew","565","496","115","26","5","12","58","56","59","131","2","5","3",".232",".314",".378",".691",".305","-0.7","-0.6","1.8","4251"
"Rafael Furcal","475","425","109","22","2","6","51","36","39","57","3","10","5",".256",".321",".363",".685",".304","0.1","-1.5","1.0","88"
"Chris Owings","150","141","38","7","2","3","14","16","6","28","1","4","2",".270",".300",".398",".698",".304","-0.1","0.1","0.4","10030"
"Chris Owings","150","141","38","7","2","3","14","16","6","28","1","4","2",".270",".300",".398",".698",".304","-0.1","0.1","0.4","10030"
"Javier Baez","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".284",".415",".699",".304","0.0","0.0","0.0","sa597757"
"Jose Pirela","1","1","0","0","0","0","0","0","0","0","0","0","0",".254",".310",".375",".685",".303","0.0","0.0","0.0","sa455905"
"Alexei Ramirez","616","575","156","29","2","10","66","62","29","69","4","18","9",".271",".308",".381",".689",".302","1.3","0.9","2.0","5133"
"Tyler Pastornicky","230","210","56","11","1","3","22","22","15","31","1","5","3",".264",".314",".369",".684",".302","0.2","-1.0","0.5","6777"
"Everth Cabrera","662","586","149","28","5","5","74","47","62","123","4","45","17",".253",".326",".347",".673",".301","3.2","-1.0","2.6","8155"
"Mark Hallberg","1","1","0","0","0","0","0","0","0","0","0","0","0",".257",".316",".363",".680",".301","0.0","0.0","0.0","sa389690"
"Brian Dozier","531","480","117","24","3","11","59","51","39","94","4","12","7",".244",".304",".376",".680",".301","0.0","-0.3","1.3","9810"
"Yunesky Sanchez","1","1","0","0","0","0","0","0","0","0","0","0","0",".267",".309",".376",".684",".301","0.0","0.0","0.0","sa381319"
"Adam Rosales","227","206","51","11","1","5","25","24","16","43","2","3","2",".245",".302",".379",".681",".300","-0.1","-0.3","0.3","9682"
"Jimmy Rollins","630","562","136","30","2","12","72","53","57","86","3","18","7",".241",".312",".368",".680",".300","1.4","-0.4","1.9","971"
"Zack Cozart","600","556","140","31","3","14","63","58","31","101","4","3","1",".251",".293",".390",".683",".299","0.7","4.2","2.2","2616"
"Maicer Izturis","372","336","86","19","1","4","39","34","27","42","3","6","3",".257",".316",".356",".672",".299","0.0","-4.5","0.3","2437"
"Daniel Mayora","1","1","0","0","0","0","0","0","0","0","0","0","0",".260",".314",".361",".674",".298","0.0","0.0","0.0","sa291160"
"Tommy Field","125","112","27","6","1","3","14","13","10","24","1","1","1",".240",".306",".366",".672",".298","0.0","-0.6","0.4","6262"
"Cliff Pennington","105","94","24","5","1","1","10","9","9","19","1","2","1",".251",".316",".356",".672",".298","0.1","0.4","-0.1","3395"
"Brandon Crawford","590","529","131","29","3","9","56","56","47","102","4","4","3",".247",".311",".366",".677",".298","-0.2","2.6","2.3","5343"
"Jonathan Villar","527","476","116","20","6","10","61","47","40","131","3","33","16",".243",".303",".370",".673",".298","1.0","-4.1","1.3","10071"
"Daniel Descalso","254","228","57","14","1","3","24","24","20","42","2","4","2",".248",".312",".363",".675",".296","0.5","-1.8","0.4","8392"
"Mike Aviles","187","174","44","9","0","4","20","20","8","24","1","4","2",".255",".292",".382",".674",".296","0.1","-0.4","0.4","5986"
"Christian Colon","33","30","8","1","0","0","4","3","2","3","0","1","0",".259",".309",".359",".668",".296","0.0","0.0","0.1","sa390641"
"Eduardo Nunez","165","151","39","8","1","2","17","15","10","24","1","6","3",".257",".307",".363",".670",".296","0.2","-2.0","0.1","6848"
"Jason Bartlett","49","44","11","2","0","0","5","4","4","9","0","1","1",".248",".315",".344",".659",".295","0.1","-0.1","0.1","8219"
"Addison Maruszak","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".300",".363",".663",".294","0.0","0.0","0.0","sa455124"
"Joe Panik","1","1","0","0","0","0","0","0","0","0","0","0","0",".257",".313",".348",".660",".294","0.0","0.0","0.0","sa577938"
"Francisco Lindor","98","89","23","5","1","1","11","9","7","12","1","4","2",".255",".313",".348",".661",".293","-0.1","0.0","0.3","sa597754"
"Tyler Greene","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".296",".371",".667",".293","0.0","0.0","0.0","4675"
"Jaime Pedroza","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".308",".351",".659",".293","0.0","0.0","0.0","sa389397"
"Ruben Tejada","524","475","123","27","1","3","50","38","36","62","5","6","3",".260",".317",".339",".656",".293","0.1","1.2","1.6","5519"
"Brandon Wikoff","1","1","0","0","0","0","0","0","0","0","0","0","0",".258",".317",".337",".654",".292","0.0","0.0","0.0","sa501476"
"Jonathan Herrera","152","138","35","6","1","1","16","14","11","21","1","2","1",".257",".315",".344",".659",".292","-0.1","0.1","0.2","4182"
"Danny Muno","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".315",".329",".644",".291","0.0","0.0","0.0","sa526337"
"Joaquin Arias","255","240","63","13","2","3","24","25","10","35","2","3","1",".264",".296",".370",".667",".291","0.2","0.0","-0.3","3817"
"Ben Orloff","1","1","0","0","0","0","0","0","0","0","0","0","0",".266",".315",".337",".653",".291","0.0","0.0","0.0","sa455266"
"Munenori Kawasaki","162","142","34","6","2","1","17","13","16","25","2","4","2",".237",".318",".325",".643",".291","-0.1","0.2","0.2","13047"
"Ron Rivas","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".301",".355",".656",".290","0.0","0.0","0.0","sa392358"
"Chris Taylor","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".312",".336",".647",".290","0.0","0.0","0.0","sa621666"
"Cristhian Adames","1","1","0","0","0","0","0","0","0","0","0","0","0",".255",".305",".347",".652",".290","0.0","0.0","0.0","sa506297"
"John Eshleman","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".301",".354",".655",".289","0.0","0.0","0.0","sa501615"
"Hak-Ju Lee","85","77","19","3","1","1","9","8","6","15","1","4","2",".248",".309",".340",".649",".289","0.0","0.0","0.2","sa502536"
"Cody Ransom","1","1","0","0","0","0","0","0","0","0","0","0","0",".209",".287",".364",".651",".289","0.0","0.0","0.0","1126"
"Josh Johnson","1","1","0","0","0","0","0","0","0","0","0","0","0",".236",".308",".337",".645",".289","0.0","0.0","0.0","sa254333"
"Kyle Smith","1","1","0","0","0","0","0","0","0","0","0","0","0",".250",".300",".354",".654",".289","0.0","0.0","0.0","sa501718"
"Willie Bloomquist","179","165","43","8","1","1","19","14","10","25","1","4","2",".262",".306",".344",".650",".289","-0.1","-0.5","0.2","1066"
"Jonathan Mota","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".294",".361",".655",".288","0.0","0.0","0.0","sa291809"
"Sharlon Schoop","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".298",".354",".652",".288","0.0","0.0","0.0","sa293531"
"Andrew Burns","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".289",".365",".653",".288","0.0","0.0","0.0","sa455489"
"Renny Osuna","1","1","0","0","0","0","0","0","0","0","0","0","0",".259",".303",".346",".649",".288","0.0","0.0","0.0","sa330039"
"Wilberto Ortiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".303",".343",".647",".287","0.0","0.0","0.0","sa329326"
"Kevin Nolan","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".298",".348",".647",".287","0.0","0.0","0.0","sa502042"
"Andrew Romine","136","123","31","5","1","1","14","12","10","23","1","4","2",".251",".311",".332",".642",".287","0.1","0.1","0.3","1159"
"Jose Iglesias","568","523","134","22","3","6","57","52","29","77","7","12","6",".257",".303",".341",".645",".287","-0.1","2.5","1.3","10231"
"Juan Ciriaco","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".297",".350",".647",".287","0.0","0.0","0.0","sa226165"
"Ramon Santiago","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".307",".333",".640",".287","0.0","0.0","0.0","1417"
"Tyler Saladino","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".304",".333",".637",".286","0.0","0.0","0.0","sa503153"
"Ehire Adrianza","13","12","3","1","0","0","1","1","1","2","0","0","0",".240",".303",".339",".643",".286","0.0","0.0","0.0","8418"
"Addison Russell","33","30","7","1","0","1","4","3","2","7","0","1","0",".231",".291",".354",".646",".286","0.0","0.0","0.1","sa657862"
"Jose Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".254",".303",".340",".643",".286","0.0","0.0","0.0","sa392832"
"Jonathan Galvez","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".296",".350",".645",".286","0.0","0.0","0.0","sa502621"
"Carmen Angelini","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".287",".361",".648",".286","0.0","0.0","0.0","sa390643"
"Carter Jurica","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".305",".335",".640",".286","0.0","0.0","0.0","sa548259"
"Omar Quintanilla","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".307",".338",".645",".285","0.0","0.0","0.0","6335"
"Arismendy Alcantara","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".293",".354",".647",".285","0.0","0.0","0.0","sa506657"
"Eric Eymann","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".288",".360",".647",".285","0.0","0.0","0.0","sa294202"
"Alcides Escobar","574","534","138","25","5","5","61","52","26","77","5","19","7",".258",".297",".351",".647",".285","2.4","0.8","1.3","6310"
"Tim Beckham","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".298",".342",".640",".285","0.0","0.0","0.0","7949"
"Luis Sardinas","1","1","0","0","0","0","0","0","0","0","0","0","0",".262",".301",".341",".641",".284","0.0","0.0","0.0","sa554654"
"Michael Liberto","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".303",".335",".638",".284","0.0","0.0","0.0","sa549488"
"Eduardo Escobar","264","243","60","12","2","3","26","23","16","50","2","5","3",".245",".293",".349",".642",".284","-0.1","-0.7","0.4","6153"
"Jake Lemmerman","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".301",".331",".632",".284","0.0","0.0","0.0","sa526398"
"Reese Havens","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".297",".338",".635",".284","0.0","0.0","0.0","sa454377"
"Danny Santana","118","111","29","5","1","1","12","11","5","20","1","4","3",".258",".292",".354",".646",".284","-0.1","0.0","0.1","sa503874"
"Brandon Hicks","1","1","0","0","0","0","0","0","0","0","0","0","0",".217",".280",".361",".641",".284","0.0","0.0","0.0","4003"
"Rey Navarro","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".289",".354",".644",".283","0.0","0.0","0.0","sa390371"
"Zach Walters","81","76","18","4","1","2","8","9","3","20","0","1","1",".232",".267",".384",".651",".283","0.0","0.0","0.1","10622"
"Manny Mayorson","1","1","0","0","0","0","0","0","0","0","0","0","0",".258",".300",".339",".638",".283","0.0","0.0","0.0","sa199056"
"Fidel Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".253",".294",".346",".640",".283","0.0","0.0","0.0","sa293865"
"Hainley Statia","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".309",".318",".627",".283","0.0","0.0","0.0","sa254151"
"Marwin Gonzalez","169","157","39","9","1","2","17","16","9","23","1","4","2",".247",".289",".353",".642",".282","-0.3","-0.3","0.2","5497"
"Pedro Ciriaco","172","162","42","8","1","2","18","16","6","27","1","6","3",".259",".288",".357",".646",".282","0.2","-1.6","0.0","5278"
"Eugenio Suarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".293",".342",".635",".282","0.0","0.0","0.0","sa505033"
"Greg Miclat","46","41","10","2","0","0","4","4","4","8","0","2","1",".246",".310",".318",".627",".282","0.0","0.0","0.1","sa454552"
"Vance Albitz","1","1","0","0","0","0","0","0","0","0","0","0","0",".252",".295",".340",".635",".282","0.0","0.0","0.0","sa545433"
"Wladimir Sutil","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".303",".327",".630",".282","0.0","0.0","0.0","sa254761"
"Jeff Bianchi","324","299","74","14","1","4","28","29","19","56","2","7","4",".248",".294",".341",".635",".282","0.1","1.6","-0.7","9958"
"Ryan Lormand","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".295",".340",".634",".282","0.0","0.0","0.0","sa455340"
"Jon Karcich","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".289",".345",".635",".281","0.0","0.0","0.0","sa501525"
"Kevin Fontanez","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".291",".344",".635",".281","0.0","0.0","0.0","sa455476"
"Alen Hanson","20","19","5","1","0","0","2","2","1","4","0","1","1",".241",".286",".353",".638",".281","-0.1","0.0","0.0","sa547735"
"Michael Fisher","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".289",".346",".635",".281","0.0","0.0","0.0","sa388384"
"Deven Marrero","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".299",".328",".628",".281","0.0","0.0","0.0","sa501951"
"Sergio Miranda","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".299",".331",".630",".281","0.0","0.0","0.0","sa389414"
"Taylor Featherston","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".277",".360",".637",".281","0.0","0.0","0.0","sa577911"
"Nick Punto","202","178","41","9","0","1","20","15","20","38","1","3","1",".232",".311",".309",".619",".281","0.1","0.6","0.3","1429"
"Nate Samson","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".296",".336",".632",".281","0.0","0.0","0.0","sa331346"
"Joel Weeks","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".296",".339",".635",".280","0.0","0.0","0.0","sa456345"
"Omar Luna","1","1","0","0","0","0","0","0","0","0","0","0","0",".258",".297",".334",".631",".280","0.0","0.0","0.0","sa392852"
"Joe Becker","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".297",".330",".627",".279","0.0","0.0","0.0","sa392145"
"Brian Friday","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".299",".325",".624",".279","0.0","0.0","0.0","sa389902"
"Jesus Lopez","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".289",".342",".630",".279","0.0","0.0","0.0","sa325096"
"Andy Parrino","32","29","7","2","0","0","3","3","3","7","0","0","0",".227",".299",".328",".627",".279","0.0","-0.1","0.0","3972"
"Jesus Merchan","1","1","0","0","0","0","0","0","0","0","0","0","0",".255",".295",".337",".632",".279","0.0","0.0","0.0","sa199270"
"Dan Fiorito","1","1","0","0","0","0","0","0","0","0","0","0","0",".243",".295",".332",".627",".279","0.0","0.0","0.0","sa732908"
"James Beresford","1","1","0","0","0","0","0","0","0","0","0","0","0",".258",".305",".316",".621",".278","0.0","0.0","0.0","sa392998"
"Garrett Wittels","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".288",".341",".629",".278","0.0","0.0","0.0","sa601249"
"Jayson Nix","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".284",".342",".626",".278","0.0","0.0","0.0","3790"
"Mycal Jones","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".292",".330",".623",".278","0.0","0.0","0.0","sa501228"
"Jesus Campos","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".292",".334",".626",".278","0.0","0.0","0.0","sa549793"
"Chase d'Arnaud","34","31","7","2","0","0","3","3","2","6","0","2","1",".235",".286",".340",".626",".278","0.0","0.0","0.0","6652"
"Justin Sellers","151","136","30","7","1","2","14","13","12","28","2","1","1",".222",".290",".336",".625",".278","0.1","0.1","0.3","4006"
"Vladimir Frias","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".286",".342",".628",".278","0.0","0.0","0.0","sa455557"
"Dee Gordon","142","129","31","5","1","1","14","10","11","24","1","11","5",".245",".305",".315",".620",".278","0.5","-0.5","0.1","8203"
"Brendan Harris","20","18","4","1","0","0","2","2","1","3","0","0","0",".226",".290",".331",".620",".278","0.0","-0.1","0.0","2178"
"Niko Vasquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".285",".338",".624",".277","0.0","0.0","0.0","sa454460"
"Chris Valaika","80","74","18","4","0","1","7","7","4","15","1","1","0",".241",".283",".344",".627",".277","-0.1","-0.3","0.0","1165"
"Chris Gutierrez","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".305",".307",".612",".277","0.0","0.0","0.0","sa291780"
"Josh Horton","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".288",".338",".626",".277","0.0","0.0","0.0","sa390360"
"Carlos Triunfel","26","24","6","1","0","0","2","2","1","4","0","0","0",".244",".283",".342",".626",".277","0.0","0.0","0.0","193"
"Robby Hudson","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".278",".350",".628",".277","0.0","0.0","0.0","sa295626"
"Taylor Harbin","1","1","0","0","0","0","0","0","0","0","0","0","0",".245",".282",".346",".628",".276","0.0","0.0","0.0","sa388380"
"John McDonald","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".285",".344",".629",".276","0.0","0.0","0.0","395"
"Domnit Bolivar","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".281",".342",".623",".276","0.0","0.0","0.0","sa392831"
"Matt Williams","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".288",".332",".620",".276","0.0","0.0","0.0","sa577691"
"Elliot Johnson","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".285",".336",".621",".276","0.0","0.0","0.0","4751"
"Oscar Tejeda","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".283",".342",".624",".275","0.0","0.0","0.0","sa392406"
"Walter Ibarra","1","1","0","0","0","0","0","0","0","0","0","0","0",".246",".280",".344",".625",".275","0.0","0.0","0.0","sa314143"
"Adeiny Hechavarria","536","496","120","20","6","5","44","43","30","88","2","11","7",".242",".286",".336",".622",".275","-0.8","-4.2","-0.1","10459"
"Greg Picart","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".292",".326",".618",".275","0.0","0.0","0.0","sa254628"
"Beamer Weems","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".283",".334",".618",".275","0.0","0.0","0.0","sa454985"
"Ronny Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".269",".359",".628",".275","0.0","0.0","0.0","sa595953"
"Yadil Mujica","1","1","0","0","0","0","0","0","0","0","0","0","0",".240",".290",".328",".618",".275","0.0","0.0","0.0","sa491177"
"Jose Castro","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".290",".330",".621",".275","0.0","0.0","0.0","sa294093"
"Heiker Menses","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".287",".332",".619",".275","0.0","0.0","0.0","sa506229"
"Paul Janish","33","29","7","2","0","0","3","3","2","5","0","0","0",".229",".293",".320",".613",".275","0.0","0.1","0.0","7412"
"Jose Coronado","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".289",".326",".615",".275","0.0","0.0","0.0","sa295207"
"Joey Wong","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".285",".335",".621",".275","0.0","0.0","0.0","sa502131"
"Pedro Florimon","405","368","84","17","1","6","39","35","29","98","2","13","6",".229",".287",".330",".616",".274","0.8","0.8","0.6","8385"
"Matt Cline","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".296",".316",".612",".274","0.0","0.0","0.0","sa389728"
"Luis Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".273",".352",".626",".274","0.0","0.0","0.0","3188"
"Shawn O'Malley","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".294",".317",".611",".274","0.0","0.0","0.0","sa326729"
"Edwin Maysonet","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".282",".336",".618",".274","0.0","0.0","0.0","5735"
"Jonathan Roof","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".288",".328",".616",".274","0.0","0.0","0.0","sa546779"
"Carlos Sanchez","1","1","0","0","0","0","0","0","0","0","0","0","0",".250",".296",".317",".613",".274","0.0","0.0","0.0","sa507106"
"Nick Green","65","60","13","3","0","1","6","6","3","15","1","0","0",".223",".271",".350",".620",".274","-0.1","0.0","0.0","1502"
"Adam Younger","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".279",".338",".618",".274","0.0","0.0","0.0","sa454900"
"Marcus Lemon","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".287",".330",".617",".273","0.0","0.0","0.0","sa326707"
"Doug Bernier","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".297",".311",".609",".273","0.0","0.0","0.0","4518"
"Nick Ahmed","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".284",".332",".616",".273","0.0","0.0","0.0","sa577767"
"Jimmy Swift","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".276",".343",".620",".273","0.0","0.0","0.0","sa547025"
"Bryant Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".281",".334",".616",".273","0.0","0.0","0.0","sa501569"
"Robi Estrada","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".288",".325",".613",".273","0.0","0.0","0.0","sa328059"
"Rolando Acosta","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".277",".340",".617",".273","0.0","0.0","0.0","sa291449"
"David Herbek","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".287",".323",".610",".273","0.0","0.0","0.0","sa526193"
"Edwin Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".288",".325",".613",".272","0.0","0.0","0.0","sa499640"
"Reegie Corona","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".283",".331",".614",".272","0.0","0.0","0.0","sa254678"
"Nick Shaw","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".300",".302",".602",".272","0.0","0.0","0.0","sa549641"
"Carlos Rivero","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".279",".334",".613",".271","0.0","0.0","0.0","sa328581"
"Jeff Dominguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".280",".332",".612",".271","0.0","0.0","0.0","sa254034"
"Hanser Alberto","1","1","0","0","0","0","0","0","0","0","0","0","0",".248",".279",".337",".616",".271","0.0","0.0","0.0","sa551306"
"Guilder Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".241",".303",".295",".599",".271","0.0","0.0","0.0","sa202654"
"Sean Nicol","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".288",".317",".605",".271","0.0","0.0","0.0","sa501900"
"Toby Gardenhire","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".282",".329",".611",".271","0.0","0.0","0.0","sa294214"
"AJ Pettersen","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".288",".317",".605",".271","0.0","0.0","0.0","sa546810"
"Jose Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".275",".339",".614",".271","0.0","0.0","0.0","sa509273"
"Matt Camp","1","1","0","0","0","0","0","0","0","0","0","0","0",".235",".292",".318",".609",".271","0.0","0.0","0.0","sa327674"
"Devin Lohman","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".280",".326",".606",".270","0.0","0.0","0.0","sa526331"
"Carlos Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".272",".340",".612",".270","0.0","0.0","0.0","sa392984"
"Luis Nunez","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".272",".341",".613",".270","0.0","0.0","0.0","sa295125"
"Rolando Gomez","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".280",".330",".610",".270","0.0","0.0","0.0","sa455176"
"Alex Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".265",".349",".614",".270","0.0","0.0","0.0","520"
"Ray Chang","1","1","0","0","0","0","0","0","0","0","0","0","0",".236",".288",".318",".605",".270","0.0","0.0","0.0","sa295642"
"Pete Kozma","32","29","7","1","0","0","3","3","2","6","0","0","0",".229",".288",".323",".611",".270","0.0","0.2","0.0","2539"
"Jason Christian","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".286",".317",".603",".270","0.0","0.0","0.0","sa454572"
"Travious Relaford","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".286",".317",".603",".270","0.0","0.0","0.0","sa602702"
"Tim Torres","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".288",".316",".605",".270","0.0","0.0","0.0","sa328090"
"James Kang","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".282",".324",".605",".270","0.0","0.0","0.0","sa549540"
